FEUV,m_planet,r_planet,Teq,REUV,cs,Mdot,RS_flow,rho_EUV,rho_flow,time_scale_ratio,regime,rho_REUV
69000,6.45815344e+29,14908140000.0,1903,22301319326.370754,1200000.0,743765806350.2988,14966546355.761112,1.0790532156013515e-14,3.9556062775477204e-15,0.3227800440457364,RL,1.7052653790237882e-13
