FEUV,m_planet,r_planet,Teq,REUV,cs,Mdot,RS_flow,rho_EUV,rho_flow,time_scale_ratio,regime,rho_REUV
200000,6.45815344e+29,14908140000.0,1903,21917912723.017773,1200000.0,728173279232.7611,14966546355.761112,1.0790532156013515e-14,6.561550344086959e-15,0.18959034813984546,RL,2.8286901803153944e-13
