FEUV,m_planet,r_planet,Teq,REUV,cs,Mdot,RS_flow,rho_EUV,rho_flow,time_scale_ratio,regime,rho_REUV
69000,8.5431632e+29,15290400000.0,1903,20714630697.70085,1200000.0,614949157809.311,19798484078.38889,8.386759042256399e-15,3.800047166174139e-15,0.3391949319362275,RL,1.6382037079665094e-13
