FEUV,m_planet,r_planet,Teq,REUV,cs,Mdot,RS_flow,rho_EUV,rho_flow,time_scale_ratio,regime,rho_REUV
200000,8.5431632e+29,15290400000.0,1903,20456672697.389523,1200000.0,603205150317.4414,19798484078.38889,8.386759042256399e-15,6.3890640379123086e-15,0.19923191169757815,RL,2.7543311805471905e-13
